"Notes"	"Age"	"Age Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1460549
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1514863
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1489744
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1494775
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1502634
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1483496
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1489539
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1514323
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1503214
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1458995
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1458628
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1452462
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1433169
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1429315
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1434797
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1443713
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1436167
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1391865
	"2 years"	"2"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1367771
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	296678
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	315531
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	324576
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	328152
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	330118
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	329605
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	322640
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	312804
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	302488
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	310885
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	315756
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	312041
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	315094
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	325301
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	316471
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	314110
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	319897
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	327831
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	335635
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	352284
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	352960
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	343574
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	343387
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	347337
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	346518
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	347541
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	351036
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	353100
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	348067
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	348298
	"2 years"	"2"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	349766
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1515104
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1542698
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1609670
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1612043
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1594300
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1563765
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1541823
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1532307
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1518664
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1514440
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1516753
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1517499
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1537532
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1586282
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1560606
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1567793
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1575435
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1557120
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1562389
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1588917
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1573886
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1525538
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1525082
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1524586
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1501055
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1496750
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1508593
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1513100
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1505582
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1458723
	"2 years"	"2"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1430366
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	279817
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	293424
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	312204
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	322141
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	325364
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	327047
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	326034
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	320372
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	311845
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	301285
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	305130
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	304674
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	302210
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	305344
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	316106
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	308011
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	304327
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	310331
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	317700
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	326160
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	339526
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	343353
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	333802
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	332718
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	335682
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	334824
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	337188
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	340561
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	342397
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	339524
	"3 years"	"3"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	337882
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1426181
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1438810
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1466524
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1533051
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1539212
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1529415
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1492688
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1477645
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1469777
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1458749
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1452255
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1440554
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1442521
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1460221
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1514568
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1490766
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1496984
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1505757
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1487637
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1494443
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1515516
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1505815
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1461444
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1461528
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1455803
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1436950
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1433447
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1438937
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1447399
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1439384
	"3 years"	"3"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1394367
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	285962
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	299615
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	319656
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	329491
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	333352
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	335780
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	335585
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	329091
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	319612
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	309461
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	315604
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	315537
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	312136
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	315303
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	325681
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	317273
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	315066
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	320978
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	328815
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	336799
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	352487
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	353705
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	344444
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	344435
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	348412
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	347676
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	348729
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	352230
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	354191
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	349090
	"3 years"	"3"	"Male"	"M"	"Black or African American"	"2054-5"	"2020"	"2020"	349099
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1990"	"1990"	1501902
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1991"	"1991"	1514685
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1992"	"1992"	1545287
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1993"	"1993"	1615792
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1994"	"1994"	1620248
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1995"	"1995"	1605007
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1996"	"1996"	1575589
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1997"	"1997"	1557156
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1998"	"1998"	1549092
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	1536287
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	1524586
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	1515784
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	1516877
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	1536650
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	1585338
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	1560781
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	1569039
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	1577303
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	1559817
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	1565654
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	1587423
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	1576368
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	1527733
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	1527496
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	1527822
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	1504918
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	1500992
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2017"	"2017"	1512544
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2018"	"2018"	1516468
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2019"	"2019"	1508392
	"3 years"	"3"	"Male"	"M"	"White"	"2106-3"	"2020"	"2020"	1460916
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1990"	"1990"	279503
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1991"	"1991"	291302
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1992"	"1992"	305689
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1993"	"1993"	325367
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1994"	"1994"	335279
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1995"	"1995"	338327
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1996"	"1996"	339725
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1997"	"1997"	338436
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1998"	"1998"	332276
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"1999"	"1999"	322971
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	310961
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	305607
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	305633
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	303566
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	307123
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	318521
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	310955
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	307670
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	313827
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	321196
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	331327
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	340356
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	344216
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	334788
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	333961
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	336943
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	336312
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2017"	"2017"	338596
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2018"	"2018"	341801
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2019"	"2019"	343630
	"4 years"	"4"	"Female"	"F"	"Black or African American"	"2054-5"	"2020"	"2020"	340411
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1990"	"1990"	1443907
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1991"	"1991"	1443259
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1992"	"1992"	1457488
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1993"	"1993"	1487258
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1994"	"1994"	1554767
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1995"	"1995"	1562062
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1996"	"1996"	1552445
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1997"	"1997"	1517802
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1998"	"1998"	1503214
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	1495465
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	1481637
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	1452260
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	1441433
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	1443898
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	1462268
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	1518163
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	1495947
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	1503398
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	1513622
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	1496688
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	1507372
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	1518125
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	1508261
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	1464217
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	1464711
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	1459441
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	1440988
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2017"	"2017"	1437432
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2018"	"2018"	1442438
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2019"	"2019"	1450140
	"4 years"	"4"	"Female"	"F"	"White"	"2106-3"	"2020"	"2020"	1441650
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1990"	"1990"	285918
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1991"	"1991"	298438
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1992"	"1992"	313076
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1993"	"1993"	334173
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1994"	"1994"	344195
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1995"	"1995"	348020
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1996"	"1996"	350265
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1997"	"1997"	350144
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1998"	"1998"	343319
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	333123
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	320984
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	315994
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	316515
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	313680
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	317298
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	328490
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	320640
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	318889
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	325116
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	333175
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	341711
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	353328
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	354465
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	345459
	"4 years"	"4"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	345481
